input_name,wiki_name,wiki_description,wiki_url,category,lat,lon
Loge Maçonnique Droit Humain,Loge maçonnique,A Masonic lodge is a civil association - sometimes referred to as a civil brotherhood - formed by a small group of members of Freemasonry at the local level.,https://fr.wikipedia.org/wiki/Loge_ma%C3%A7onnique,Historic Site,,
Place Napoléon III,Place Napoléon-III,"Place Napoléon-III is a street located in the Saint-Vincent-de-Paul district of the 10th arrondissement of Paris. It is located just in front of the Gare du Nord, of which it constitutes a large part of the square.",https://fr.wikipedia.org/wiki/Place_Napol%C3%A9on-III,Historic Site,48.8800549,2.3542745
Porte de Montrouge,Porte de Montrouge,"Porte de Montrouge is a gate in Paris, France, located in the 14th arrondissement.",https://fr.wikipedia.org/wiki/Porte_de_Montrouge,Historic Site,48.823724,2.3232062
Rue Crémieux,Rue Crémieux,"The Rue Crémieux is a one-block pedestrian street in the 12th arrondissement of Paris, originally built as workers' housing. The street has been widely recommended to tourists for its quaint painted housefronts, and has become a popular destination for filming and for social media photos.",https://en.wikipedia.org/wiki/Rue_Cr%C3%A9mieux,Historic Site,,
Space Invader,Space Invaders,"Space Invaders is a 1978 shoot 'em up video game developed and published by Taito for arcades. It was released in Japan in April 1978, and released overseas by Midway Manufacturing later that year. Space Invaders was the first video game with endless gameplay and the first fixed shooter, setting the template for the genre. The goal is to defeat waves of descending aliens with a horizontally moving laser cannon to earn as many points as possible.",https://en.wikipedia.org/wiki/Space_Invaders,Historic Site,,
CCF Ermont (Congregation Chretienne en France),Résultats de la recherche,,https://fr.wikipedia.org/w/index.php?go=Go&search=CCF%20Ermont%20%28Congregation%20Chretienne%20en%20France%29&title=Sp%C3%A9cial:Recherche&ns0=1,Historic Site,,
Esplanade Henri de France,Esplanade Henri-de-France,"Esplanade Henri-de-France is a square in the 15th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Esplanade_Henri-de-France,Historic Site,48.8390988,2.270506
Porte de Clichy,Porte de Clichy station,"Porte de Clichy station (French pronunciation: ) is a station on Line 13 and Line 14 of the Paris Métro and RER C, as well as a stop on Île-de-France tramway Line 3b. Located in the 17th arrondissement, the Métro station is situated on the northwestern branch of Line 13, under the Avenue de Clichy. It serves the Tribunal de grande instance de Paris. The station is named after the Porte de Clichy, a gate in the nineteenth century Thiers wall of Paris, which led to Clichy.",https://en.wikipedia.org/wiki/Porte_de_Clichy_station,Historic Site,,
2eme,"Le Parrain, 2e partie","The Godfather: Part II, or The Godfather II in Quebec, is an American film directed by Francis Ford Coppola, released in 1974. It follows the film The Godfather, released two years earlier, and precedes The Godfather, Part 3 (released in 1990).","https://fr.wikipedia.org/wiki/Le_Parrain,_2e_partie",Historic Site,,
Eglise Danoise (Danske Kirke),Charlie Kirk,"Charlie Kirk (/ˈt͡ʃɑɹli ˈkɝk/), born October 14, 1993 in Arlington Heights (Illinois) and murdered on September 10, 2025 in Orem (Utah), is an American far-right political activist, conservative influencer and Christian nationalist.",https://fr.wikipedia.org/wiki/Charlie_Kirk,Historic Site,,
Place des Invalides,Place des Invalides,,https://fr.wikipedia.org/wiki/Place_des_Invalides,Historic Site,,
Square Sainte Hélène,Square Sainte-Hélène,Square Sainte-Hélène is a square in the 18th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Square_Sainte-H%C3%A9l%C3%A8ne,Historic Site,48.89621,2.34307
Yo,Yo,,https://en.wikipedia.org/wiki/Yo,Historic Site,,
"Deuxième Eglise De La Science Chrétienne , Paris",Science chrétienne,"Christian Science (or Christian Science in English) is a religious movement. It defines itself as the “Science of Christ”. Its founder, the American self-taught theologian Mary Baker Eddy, believes she rediscovered in 1866 the laws applied by Jesus in healing the sick and resolving the vagaries of life, laws supposedly demonstrable today. Her observation of the various healings and resolutions obtained on the basis of her theory proves, according to her, its validity. Thus, Christian Science is “Christian” in the sense that it is based on the teachings of Jesus of Nazareth as expounded in the New Testament. Christian Science aims to be a practical religion allowing the application of demonstrable divine laws.",https://fr.wikipedia.org/wiki/Science_chr%C3%A9tienne,Historic Site,,
Aerys,Maison Targaryen,"House Targaryen is one of the main houses in the universe created by George R. R. Martin, appearing in the Game of Thrones book series and the novel Fire and Blood, as well as the television adaptations Game of Thrones and House of the Dragon. Coming from ancient Valyria, she survived the Scourge by taking refuge on the island of Dragonstone, then reigning for three hundred years over Westeros. Associated with dragons, the dynasty's coat of arms represents a three-headed red dragon on a black field. In classical heraldry, its blazon is: “Sable with a three-headed dragon gules.” »",https://fr.wikipedia.org/wiki/Maison_Targaryen,Historic Site,,
Passerelle BZ/12,Passerelle André-Léo,"The André Léo footbridge is a pedestrian footbridge spanning the Reuilly garden, in the 12th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Passerelle_Andr%C3%A9-L%C3%A9o,Garden,48.842174,2.388035
Maison La Roche / Lecorbusier,Le Corbusier,"Charles-Édouard Jeanneret-Gris, known as Le Corbusier, is a Swiss architect, town planner, designer, painter, sculptor, man of letters, poet and theorist naturalized French in 1930, born October 6, 1887 in La Chaux-de-Fonds in Switzerland and died August 27, 1965 in Roquebrune-Cap-Martin in France. He is one of the main representatives of the modern movement with, among others, Ludwig Mies van der Rohe, Walter Gropius, Alvar Aalto and Theo van Doesburg. He also rubbed shoulders with Robert Mallet-Stevens. Le Corbusier is known for being the inventor of the “housing unit”, a concept on which he began to work in the 1920s, an expression of theoretical reflection on collective housing. “The conforming size housing unit” (name given by Le Corbusier) will only be built during the reconstruction after the Second World War, in five examples, all different, in Marseille, Briey-en-Forêt, Rezé, Firminy and Berlin. It will become a solution to post-war housing problems. Its design envisages in the same building all the collective facilities necessary for life — daycare, laundry, swimming pool, school, shops, library, post office, meeting places. The architectural work of Le Corbusier bringing together seventeen sites (including ten in France, the others being spread over three continents) was classified as a UNESCO world heritage site on July 17, 2016. A European cultural itinerary entitled “Destinations Le Corbusier: architectural walks” was created at the beginning of May 2019. The work and thoughts of Le Corbusier were particularly influential on post-war generations of architects and widely disseminated, before entering, with the period of postmodernism, into a phase of significant and regular contestation,,,. It replaces the exterior load-bearing walls with reinforced concrete pillars placed inside the buildings. From then on, the facades no longer carry the upper floors, it is possible to clad them with light partitions and multiple, very large windows. He then plays with shapes and spaces, without having to take into account any alignment linked to the weights of the upper floors, this constraint having disappeared. Its main strength was to significantly reduce construction times. He was the first to use basic techniques and materials, making it possible to build an entire house, on several floors, in a few days, like his first complex, the Cité Frugès de Pessac, in the near suburbs of Bordeaux, a city made up of fifty small buildings and constructed at the rate of approximately one new building each week.",https://fr.wikipedia.org/wiki/Le_Corbusier,Historic Site,,
B.L.O.C,Liste de sigles de trois caractères,This article contains a list of three-character acronyms and acronyms. This is not exhaustive.,https://fr.wikipedia.org/wiki/Liste_de_sigles_de_trois_caract%C3%A8res,Historic Site,,
"Circulation(s), Festival de la Jeune Photographie Européenne",Centquatre-Paris,"The CentQuatre is a Parisian public cultural cooperation establishment, open since October 11, 2008 on the site of the former Municipal Funeral Service, at 104 rue d'Aubervilliers, in the 19th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Centquatre-Paris,Historic Site,48.89016667,2.369891667
Notre-Dame de Lourdes,Notre Dame de Lourdes,"Notre Dame de Lourdes (or Notre-Dame-de-Lourdes) is French for ""Our Lady of Lourdes"", which refers to the Marian apparition that is reported to have appeared before various individuals in separate occasions around Lourdes, France.",https://en.wikipedia.org/wiki/Notre_Dame_de_Lourdes,Historic Site,,
Villiers,Villiers,,https://en.wikipedia.org/wiki/Villiers,Historic Site,,
Hillsong Paris,Église Hillsong,"Hillsong Church is an international evangelical Christian association of charismatic churches, based in Sydney, Australia. Its directors are Phil and Lucinda Dooley. The Church has faced various scandals, including sexual misconduct and abuse by pastors and misappropriation of donations.",https://fr.wikipedia.org/wiki/%C3%89glise_Hillsong,Church,,
Pauline's sofa,Le Daron,"Le Daron is a Franco-Belgian television series created by screenwriters Manon Dillys and Anthony Maugendre and directed by Frank Bellocq and Méliane Marcaggi, and broadcast in Belgium from October 3, 2024 on La Une and in France from October 21, 2024 on TF1.",https://fr.wikipedia.org/wiki/Le_Daron,Historic Site,,
Cemetière de Mont Martre,Jaligny-sur-Besbre,"Jaligny-sur-Besbre is a commune located in the Allier department, in the Auvergne-Rhône-Alpes region. Formerly called Jaligny, it took its current name on November 20, 1967.",https://fr.wikipedia.org/wiki/Jaligny-sur-Besbre,Historic Site,46.380833,3.592778
Eglise Du Saint Sacrement,Église du Saint-Sacrement,Several churches are dedicated to the Holy Eucharistic Sacrament and bear the name Church of the Blessed Sacrament:,https://fr.wikipedia.org/wiki/%C3%89glise_du_Saint-Sacrement,Church,,
Église du Sacré Cœur,Église du Sacré-Cœur,Many churches are named “Church of the Sacred Heart” in reference to the Sacred Heart. Some have been erected:,https://fr.wikipedia.org/wiki/%C3%89glise_du_Sacr%C3%A9-C%C5%93ur,Church,,
Saint Médard,Medardus,"Medardus or Medard (French: Médard or Méard) (ca. 456–545) was the Bishop of Noyon. He moved the seat of the diocese from Vermand to Noviomagus Veromanduorum (modern Noyon) in northern France. Medardus was one of the most honored bishops of his time, often depicted laughing, with his mouth wide open, and therefore he was invoked against toothache.",https://en.wikipedia.org/wiki/Medardus,Historic Site,,
Eglise Catholique Russe de la Très-Sainte Trinité,Église catholique russe de la Très-Sainte-Trinité de Paris,"The Russian Catholic Church of the Most Holy Trinity of Paris (Приxoд Пресвятой Троицы) is a Catholic church, belonging to the Greco-Russian branch, of the Byzantine rite officiated in Slavonic and dedicated to the Holy Trinity. It is located at 39 rue François-Gérard, in Paris, in the 16th arrondissement.",https://fr.wikipedia.org/wiki/%C3%89glise_catholique_russe_de_la_Tr%C3%A8s-Sainte-Trinit%C3%A9_de_Paris,Church,48.848666010987,2.2708687122534
Chapelle de l'hôpital St. Louis,Louis XIV,"Louis His reign extended from May 14, 1643 - under the regency of his mother Anne of Austria until September 7, 1651 - until his death in 1715. His reign of 72 years was one of the longest in the history of Europe and the longest in the history of France.",https://fr.wikipedia.org/wiki/Louis_XIV,Historic Site,,
Jardin de la Poterne des Peupliers,Jardin de la Poterne-des-Peupliers,"The Jardin de la Poterne-des-Peupliers is a green space in the 13th arrondissement of Paris, France, which includes a section of the Petite Ceinture.",https://fr.wikipedia.org/wiki/Jardin_de_la_Poterne-des-Peupliers,Historic Site,48.821232,2.35462
Allée Des Fortifications,Allée des Fortifications,"Allée des Fortifications is a road located in the 16th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/All%C3%A9e_des_Fortifications,Historic Site,48.855773768,2.261738412
Point G,Point G,"The G-spot or Gräfenberg point (names given in homage to Ernst Gräfenberg, German gynecologist) is a hypothetical erogenous zone of the anterior wall of the vagina, bulbous in shape, measuring less than a centimeter in diameter, and which, through stimulation, increases its size.",https://fr.wikipedia.org/wiki/Point_G,Historic Site,,
Mosquée Porte des Poissonniers,18e arrondissement de Paris,"The 18th arrondissement of Paris is one of the twenty arrondissements of Paris. Located on the right bank of the Seine, it includes part of the former communes of Montmartre and de la Chapelle, attached to Paris in 1860. It is the third arrondissement of the city in terms of population, after the 15th arrondissement and the 20th arrondissement. The eastern half borders Saint-Denis and Aubervilliers (Goutte-d'Or district; La Chapelle district) while the western half borders Saint-Ouen-sur-Seine (Grandes-Carrières district; Clignancourt district). The northern limit of the district is made up of the ring road, between the Porte de Saint-Ouen and the Porte d'Aubervilliers. Its other limits are formed to the west by the 17th arrondissement of Paris, to the south by the 9th and 10th arrondissements and to the east by the 19th arrondissement.",https://fr.wikipedia.org/wiki/18e_arrondissement_de_Paris,Historic Site,48.892336,2.344546
